"Dept","Managed","value","measure","Period","group"
"DfT","Departmental Group",17030,"ONS","2011Q4","DfT-Departmental Group"
"DH","Departmental Group",4540,"ONS","2011Q4","DH-Departmental Group"
"DWP","Departmental Group",101100,"ONS","2011Q4","DWP-Departmental Group"
"FCO","Departmental Group",11060,"ONS","2011Q4","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2011Q4","GEO-Departmental Group"
"HMRC","Departmental Group",70440,"ONS","2011Q4","HMRC-Departmental Group"
"HMT","Departmental Group",1540,"ONS","2011Q4","HMT-Departmental Group"
"HO","Departmental Group",24850,"ONS","2011Q4","HO-Departmental Group"
"MoD","Departmental Group",64590,"ONS","2011Q4","MoD-Departmental Group"
"MoJ","Departmental Group",68610,"ONS","2011Q4","MoJ-Departmental Group"
"NIO","Departmental Group",50,"ONS","2011Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",15800,"ONS","2011Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5100,"ONS","2011Q4","Welsh Gov-Departmental Group"
"Total","Y",338920,"ONS","2011Q4","Total-Y"
"Total","N",96400,"ONS","2011Q4","Total-N"
"Total","Departmental Group",435320,"ONS","2011Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",333150,"ONS","2011Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",96400,"ONS","2011Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",429550,"ONS","2011Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",435240,"ONS","2011Q4","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2012Q1","AGO-Y"
"BIS","Y",2930,"ONS","2012Q1","BIS-Y"
"CO","Y",1810,"ONS","2012Q1","CO-Y"
"DCLG","Y",1820,"ONS","2012Q1","DCLG-Y"
"DCMS","Y",450,"ONS","2012Q1","DCMS-Y"
"DECC","Y",1290,"ONS","2012Q1","DECC-Y"
"DEFRA","Y",4440,"ONS","2012Q1","DEFRA-Y"
"DfE","Y",2680,"ONS","2012Q1","DfE-Y"
"DfID","Y",1650,"ONS","2012Q1","DfID-Y"
"DfT","Y",1630,"ONS","2012Q1","DfT-Y"
"DH","Y",2290,"ONS","2012Q1","DH-Y"
"DWP","Y",96530,"ONS","2012Q1","DWP-Y"
"FCO","Y",5780,"ONS","2012Q1","FCO-Y"
"GEO","Y",0,"ONS","2012Q1","GEO-Y"
"HMRC","Y",66470,"ONS","2012Q1","HMRC-Y"
"HMT","Y",1180,"ONS","2012Q1","HMT-Y"
"HO","Y",21070,"ONS","2012Q1","HO-Y"
"MoD","Y",54250,"ONS","2012Q1","MoD-Y"
"MoJ","Y",66600,"ONS","2012Q1","MoJ-Y"
"NIO","Y",60,"ONS","2012Q1","NIO-Y"
"Scot Gov","Y",0,"ONS","2012Q1","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2012Q1","Welsh Gov-Y"
"AGO","N",8340,"ONS","2012Q1","AGO-N"
"BIS","N",13670,"ONS","2012Q1","BIS-N"
"CO","N",3990,"ONS","2012Q1","CO-N"
"DCLG","N",820,"ONS","2012Q1","DCLG-N"
"DCMS","N",120,"ONS","2012Q1","DCMS-N"
"DECC","N",550,"ONS","2012Q1","DECC-N"
"DEFRA","N",4050,"ONS","2012Q1","DEFRA-N"
"DfE","N",1580,"ONS","2012Q1","DfE-N"
"DfID","N",0,"ONS","2012Q1","DfID-N"
"DfT","N",15290,"ONS","2012Q1","DfT-N"
"DH","N",2180,"ONS","2012Q1","DH-N"
"DWP","N",3270,"ONS","2012Q1","DWP-N"
"FCO","N",5290,"ONS","2012Q1","FCO-N"
"GEO","N",0,"ONS","2012Q1","GEO-N"
"HMRC","N",3470,"ONS","2012Q1","HMRC-N"
"HMT","N",430,"ONS","2012Q1","HMT-N"
"HO","N",3570,"ONS","2012Q1","HO-N"
"MoD","N",7080,"ONS","2012Q1","MoD-N"
"MoJ","N",750,"ONS","2012Q1","MoJ-N"
"NIO","N",0,"ONS","2012Q1","NIO-N"
"Scot Gov","N",15720,"ONS","2012Q1","Scot Gov-N"
"Welsh Gov","N",5170,"ONS","2012Q1","Welsh Gov-N"
"AGO","Departmental Group",8380,"ONS","2012Q1","AGO-Departmental Group"
"BIS","Departmental Group",16600,"ONS","2012Q1","BIS-Departmental Group"
"CO","Departmental Group",5800,"ONS","2012Q1","CO-Departmental Group"
"DCLG","Departmental Group",2640,"ONS","2012Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",570,"ONS","2012Q1","DCMS-Departmental Group"
"DECC","Departmental Group",1840,"ONS","2012Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",8490,"ONS","2012Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",4260,"ONS","2012Q1","DfE-Departmental Group"
"DfID","Departmental Group",1650,"ONS","2012Q1","DfID-Departmental Group"
"DfT","Departmental Group",16920,"ONS","2012Q1","DfT-Departmental Group"
"DH","Departmental Group",4470,"ONS","2012Q1","DH-Departmental Group"
"DWP","Departmental Group",99800,"ONS","2012Q1","DWP-Departmental Group"
"FCO","Departmental Group",11070,"ONS","2012Q1","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2012Q1","GEO-Departmental Group"
"HMRC","Departmental Group",69940,"ONS","2012Q1","HMRC-Departmental Group"
"HMT","Departmental Group",1610,"ONS","2012Q1","HMT-Departmental Group"
"HO","Departmental Group",24640,"ONS","2012Q1","HO-Departmental Group"
"MoD","Departmental Group",61330,"ONS","2012Q1","MoD-Departmental Group"
"MoJ","Departmental Group",67350,"ONS","2012Q1","MoJ-Departmental Group"
"NIO","Departmental Group",60,"ONS","2012Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",15720,"ONS","2012Q1","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5170,"ONS","2012Q1","Welsh Gov-Departmental Group"
"Total","Y",332970,"ONS","2012Q1","Total-Y"
"Total","N",95340,"ONS","2012Q1","Total-N"
"Total","Departmental Group",428310,"ONS","2012Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",327190,"ONS","2012Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",95340,"ONS","2012Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",422530,"ONS","2012Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",428280,"ONS","2012Q1","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2012Q2","AGO-Y"
"BIS","Y",3040,"ONS","2012Q2","BIS-Y"
"CO","Y",1900,"ONS","2012Q2","CO-Y"
"DCLG","Y",1700,"ONS","2012Q2","DCLG-Y"
"DCMS","Y",450,"ONS","2012Q2","DCMS-Y"
"DECC","Y",1320,"ONS","2012Q2","DECC-Y"
"DEFRA","Y",4380,"ONS","2012Q2","DEFRA-Y"
"DfE","Y",3840,"ONS","2012Q2","DfE-Y"
"DfID","Y",1690,"ONS","2012Q2","DfID-Y"
"DfT","Y",1640,"ONS","2012Q2","DfT-Y"
"DH","Y",2270,"ONS","2012Q2","DH-Y"
"DWP","Y",94970,"ONS","2012Q2","DWP-Y"
"FCO","Y",6420,"ONS","2012Q2","FCO-Y"
"GEO","Y",0,"ONS","2012Q2","GEO-Y"
"HMRC","Y",65690,"ONS","2012Q2","HMRC-Y"
"HMT","Y",1140,"ONS","2012Q2","HMT-Y"
"HO","Y",20980,"ONS","2012Q2","HO-Y"
"MoD","Y",52520,"ONS","2012Q2","MoD-Y"
"MoJ","Y",65400,"ONS","2012Q2","MoJ-Y"
"NIO","Y",90,"ONS","2012Q2","NIO-Y"
"Scot Gov","Y",0,"ONS","2012Q2","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2012Q2","Welsh Gov-Y"
"AGO","N",8280,"ONS","2012Q2","AGO-N"
"BIS","N",13650,"ONS","2012Q2","BIS-N"
"CO","N",3580,"ONS","2012Q2","CO-N"
"DCLG","N",840,"ONS","2012Q2","DCLG-N"
"DCMS","N",130,"ONS","2012Q2","DCMS-N"
"DECC","N",570,"ONS","2012Q2","DECC-N"
"DEFRA","N",3970,"ONS","2012Q2","DEFRA-N"
"DfE","N",1540,"ONS","2012Q2","DfE-N"
"DfID","N",0,"ONS","2012Q2","DfID-N"
"DfT","N",15200,"ONS","2012Q2","DfT-N"
"DH","N",2180,"ONS","2012Q2","DH-N"
"DWP","N",3240,"ONS","2012Q2","DWP-N"
"FCO","N",5260,"ONS","2012Q2","FCO-N"
"GEO","N",0,"ONS","2012Q2","GEO-N"
"HMRC","N",3470,"ONS","2012Q2","HMRC-N"
"HMT","N",420,"ONS","2012Q2","HMT-N"
"HO","N",3540,"ONS","2012Q2","HO-N"
"MoD","N",7120,"ONS","2012Q2","MoD-N"
"MoJ","N",750,"ONS","2012Q2","MoJ-N"
"NIO","N",0,"ONS","2012Q2","NIO-N"
"Scot Gov","N",15770,"ONS","2012Q2","Scot Gov-N"
"Welsh Gov","N",5230,"ONS","2012Q2","Welsh Gov-N"
"AGO","Departmental Group",8320,"ONS","2012Q2","AGO-Departmental Group"
"BIS","Departmental Group",16690,"ONS","2012Q2","BIS-Departmental Group"
"CO","Departmental Group",5480,"ONS","2012Q2","CO-Departmental Group"
"DCLG","Departmental Group",2540,"ONS","2012Q2","DCLG-Departmental Group"
"DCMS","Departmental Group",580,"ONS","2012Q2","DCMS-Departmental Group"
"DECC","Departmental Group",1890,"ONS","2012Q2","DECC-Departmental Group"
"DEFRA","Departmental Group",8350,"ONS","2012Q2","DEFRA-Departmental Group"
"DfE","Departmental Group",5380,"ONS","2012Q2","DfE-Departmental Group"
"DfID","Departmental Group",1690,"ONS","2012Q2","DfID-Departmental Group"
"DfT","Departmental Group",16840,"ONS","2012Q2","DfT-Departmental Group"
"DH","Departmental Group",4450,"ONS","2012Q2","DH-Departmental Group"
"DWP","Departmental Group",98210,"ONS","2012Q2","DWP-Departmental Group"
"FCO","Departmental Group",11680,"ONS","2012Q2","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2012Q2","GEO-Departmental Group"
"HMRC","Departmental Group",69160,"ONS","2012Q2","HMRC-Departmental Group"
"HMT","Departmental Group",1560,"ONS","2012Q2","HMT-Departmental Group"
"HO","Departmental Group",24520,"ONS","2012Q2","HO-Departmental Group"
"MoD","Departmental Group",59640,"ONS","2012Q2","MoD-Departmental Group"
"MoJ","Departmental Group",66150,"ONS","2012Q2","MoJ-Departmental Group"
"NIO","Departmental Group",90,"ONS","2012Q2","NIO-Departmental Group"
"Scot Gov","Departmental Group",15770,"ONS","2012Q2","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5230,"ONS","2012Q2","Welsh Gov-Departmental Group"
"Total","Y",329480,"ONS","2012Q2","Total-Y"
"Total","N",94740,"ONS","2012Q2","Total-N"
"Total","Departmental Group",424220,"ONS","2012Q2","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",323060,"ONS","2012Q2","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",94740,"ONS","2012Q2","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",417800,"ONS","2012Q2","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",424220,"ONS","2012Q2","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2012Q3","AGO-Y"
"BIS","Y",3010,"ONS","2012Q3","BIS-Y"
"CO","Y",1870,"ONS","2012Q3","CO-Y"
"DCLG","Y",1680,"ONS","2012Q3","DCLG-Y"
"DCMS","Y",520,"ONS","2012Q3","DCMS-Y"
"DECC","Y",1370,"ONS","2012Q3","DECC-Y"
"DEFRA","Y",4320,"ONS","2012Q3","DEFRA-Y"
"DfE","Y",3730,"ONS","2012Q3","DfE-Y"
"DfID","Y",1710,"ONS","2012Q3","DfID-Y"
"DfT","Y",1660,"ONS","2012Q3","DfT-Y"
"DH","Y",2260,"ONS","2012Q3","DH-Y"
"DWP","Y",95220,"ONS","2012Q3","DWP-Y"
"FCO","Y",4620,"ONS","2012Q3","FCO-Y"
"GEO","Y",0,"ONS","2012Q3","GEO-Y"
"HMRC","Y",64670,"ONS","2012Q3","HMRC-Y"
"HMT","Y",1140,"ONS","2012Q3","HMT-Y"
"HO","Y",20900,"ONS","2012Q3","HO-Y"
"MoD","Y",51600,"ONS","2012Q3","MoD-Y"
"MoJ","Y",64320,"ONS","2012Q3","MoJ-Y"
"NIO","Y",90,"ONS","2012Q3","NIO-Y"
"Scot Gov","Y",0,"ONS","2012Q3","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2012Q3","Welsh Gov-Y"
"AGO","N",8180,"ONS","2012Q3","AGO-N"
"BIS","N",13550,"ONS","2012Q3","BIS-N"
"CO","N",3620,"ONS","2012Q3","CO-N"
"DCLG","N",820,"ONS","2012Q3","DCLG-N"
"DCMS","N",130,"ONS","2012Q3","DCMS-N"
"DECC","N",620,"ONS","2012Q3","DECC-N"
"DEFRA","N",3910,"ONS","2012Q3","DEFRA-N"
"DfE","N",1480,"ONS","2012Q3","DfE-N"
"DfID","N",0,"ONS","2012Q3","DfID-N"
"DfT","N",15110,"ONS","2012Q3","DfT-N"
"DH","N",2190,"ONS","2012Q3","DH-N"
"DWP","N",3230,"ONS","2012Q3","DWP-N"
"FCO","N",6100,"ONS","2012Q3","FCO-N"
"GEO","N",0,"ONS","2012Q3","GEO-N"
"HMRC","N",3500,"ONS","2012Q3","HMRC-N"
"HMT","N",430,"ONS","2012Q3","HMT-N"
"HO","N",3530,"ONS","2012Q3","HO-N"
"MoD","N",7160,"ONS","2012Q3","MoD-N"
"MoJ","N",750,"ONS","2012Q3","MoJ-N"
"NIO","N",0,"ONS","2012Q3","NIO-N"
"Scot Gov","N",15690,"ONS","2012Q3","Scot Gov-N"
"Welsh Gov","N",5310,"ONS","2012Q3","Welsh Gov-N"
"AGO","Departmental Group",8220,"ONS","2012Q3","AGO-Departmental Group"
"BIS","Departmental Group",16560,"ONS","2012Q3","BIS-Departmental Group"
"CO","Departmental Group",5490,"ONS","2012Q3","CO-Departmental Group"
"DCLG","Departmental Group",2500,"ONS","2012Q3","DCLG-Departmental Group"
"DCMS","Departmental Group",650,"ONS","2012Q3","DCMS-Departmental Group"
"DECC","Departmental Group",1990,"ONS","2012Q3","DECC-Departmental Group"
"DEFRA","Departmental Group",8230,"ONS","2012Q3","DEFRA-Departmental Group"
"DfE","Departmental Group",5210,"ONS","2012Q3","DfE-Departmental Group"
"DfID","Departmental Group",1710,"ONS","2012Q3","DfID-Departmental Group"
"DfT","Departmental Group",16770,"ONS","2012Q3","DfT-Departmental Group"
"DH","Departmental Group",4450,"ONS","2012Q3","DH-Departmental Group"
"DWP","Departmental Group",98450,"ONS","2012Q3","DWP-Departmental Group"
"FCO","Departmental Group",10720,"ONS","2012Q3","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2012Q3","GEO-Departmental Group"
"HMRC","Departmental Group",68170,"ONS","2012Q3","HMRC-Departmental Group"
"HMT","Departmental Group",1570,"ONS","2012Q3","HMT-Departmental Group"
"HO","Departmental Group",24430,"ONS","2012Q3","HO-Departmental Group"
"MoD","Departmental Group",58760,"ONS","2012Q3","MoD-Departmental Group"
"MoJ","Departmental Group",65070,"ONS","2012Q3","MoJ-Departmental Group"
"NIO","Departmental Group",90,"ONS","2012Q3","NIO-Departmental Group"
"Scot Gov","Departmental Group",15690,"ONS","2012Q3","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5310,"ONS","2012Q3","Welsh Gov-Departmental Group"
"Total","Y",324730,"ONS","2012Q3","Total-Y"
"Total","N",95310,"ONS","2012Q3","Total-N"
"Total","Departmental Group",420040,"ONS","2012Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",320110,"ONS","2012Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",95310,"ONS","2012Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",415420,"ONS","2012Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",419990,"ONS","2012Q3","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2012Q4","AGO-Y"
"BIS","Y",3020,"ONS","2012Q4","BIS-Y"
"CO","Y",1900,"ONS","2012Q4","CO-Y"
"DCLG","Y",1660,"ONS","2012Q4","DCLG-Y"
"DCMS","Y",400,"ONS","2012Q4","DCMS-Y"
"DECC","Y",1390,"ONS","2012Q4","DECC-Y"
"DEFRA","Y",4320,"ONS","2012Q4","DEFRA-Y"
"DfE","Y",3740,"ONS","2012Q4","DfE-Y"
"DfID","Y",1730,"ONS","2012Q4","DfID-Y"
"DfT","Y",1700,"ONS","2012Q4","DfT-Y"
"DH","Y",2240,"ONS","2012Q4","DH-Y"
"DWP","Y",94100,"ONS","2012Q4","DWP-Y"
"FCO","Y",4760,"ONS","2012Q4","FCO-Y"
"GEO","Y",0,"ONS","2012Q4","GEO-Y"
"HMRC","Y",64360,"ONS","2012Q4","HMRC-Y"
"HMT","Y",1130,"ONS","2012Q4","HMT-Y"
"HO","Y",21540,"ONS","2012Q4","HO-Y"
"MoD","Y",50170,"ONS","2012Q4","MoD-Y"
"MoJ","Y",63710,"ONS","2012Q4","MoJ-Y"
"NIO","Y",90,"ONS","2012Q4","NIO-Y"
"Scot Gov","Y",0,"ONS","2012Q4","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2012Q4","Welsh Gov-Y"
"AGO","N",8080,"ONS","2012Q4","AGO-N"
"BIS","N",13630,"ONS","2012Q4","BIS-N"
"CO","N",3600,"ONS","2012Q4","CO-N"
"DCLG","N",830,"ONS","2012Q4","DCLG-N"
"DCMS","N",110,"ONS","2012Q4","DCMS-N"
"DECC","N",650,"ONS","2012Q4","DECC-N"
"DEFRA","N",3890,"ONS","2012Q4","DEFRA-N"
"DfE","N",1400,"ONS","2012Q4","DfE-N"
"DfID","N",0,"ONS","2012Q4","DfID-N"
"DfT","N",15070,"ONS","2012Q4","DfT-N"
"DH","N",2180,"ONS","2012Q4","DH-N"
"DWP","N",3190,"ONS","2012Q4","DWP-N"
"FCO","N",6140,"ONS","2012Q4","FCO-N"
"GEO","N",0,"ONS","2012Q4","GEO-N"
"HMRC","N",3520,"ONS","2012Q4","HMRC-N"
"HMT","N",440,"ONS","2012Q4","HMT-N"
"HO","N",3090,"ONS","2012Q4","HO-N"
"MoD","N",7180,"ONS","2012Q4","MoD-N"
"MoJ","N",750,"ONS","2012Q4","MoJ-N"
"NIO","N",0,"ONS","2012Q4","NIO-N"
"Scot Gov","N",15660,"ONS","2012Q4","Scot Gov-N"
"Welsh Gov","N",5310,"ONS","2012Q4","Welsh Gov-N"
"AGO","Departmental Group",8120,"ONS","2012Q4","AGO-Departmental Group"
"BIS","Departmental Group",16650,"ONS","2012Q4","BIS-Departmental Group"
"CO","Departmental Group",5500,"ONS","2012Q4","CO-Departmental Group"
"DCLG","Departmental Group",2490,"ONS","2012Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",510,"ONS","2012Q4","DCMS-Departmental Group"
"DECC","Departmental Group",2040,"ONS","2012Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",8210,"ONS","2012Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",5140,"ONS","2012Q4","DfE-Departmental Group"
"DfID","Departmental Group",1730,"ONS","2012Q4","DfID-Departmental Group"
"DfT","Departmental Group",16770,"ONS","2012Q4","DfT-Departmental Group"
"DH","Departmental Group",4420,"ONS","2012Q4","DH-Departmental Group"
"DWP","Departmental Group",97290,"ONS","2012Q4","DWP-Departmental Group"
"FCO","Departmental Group",10900,"ONS","2012Q4","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2012Q4","GEO-Departmental Group"
"HMRC","Departmental Group",67880,"ONS","2012Q4","HMRC-Departmental Group"
"HMT","Departmental Group",1570,"ONS","2012Q4","HMT-Departmental Group"
"HO","Departmental Group",24630,"ONS","2012Q4","HO-Departmental Group"
"MoD","Departmental Group",57350,"ONS","2012Q4","MoD-Departmental Group"
"MoJ","Departmental Group",64460,"ONS","2012Q4","MoJ-Departmental Group"
"NIO","Departmental Group",90,"ONS","2012Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",15660,"ONS","2012Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5310,"ONS","2012Q4","Welsh Gov-Departmental Group"
"Total","Y",322000,"ONS","2012Q4","Total-Y"
"Total","N",94720,"ONS","2012Q4","Total-N"
"Total","Departmental Group",416720,"ONS","2012Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",317240,"ONS","2012Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",94720,"ONS","2012Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",411960,"ONS","2012Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",416670,"ONS","2012Q4","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2013Q1","AGO-Y"
"BIS","Y",3060,"ONS","2013Q1","BIS-Y"
"CO","Y",1910,"ONS","2013Q1","CO-Y"
"DCLG","Y",1680,"ONS","2013Q1","DCLG-Y"
"DCMS","Y",390,"ONS","2013Q1","DCMS-Y"
"DECC","Y",1430,"ONS","2013Q1","DECC-Y"
"DEFRA","Y",4190,"ONS","2013Q1","DEFRA-Y"
"DfE","Y",3730,"ONS","2013Q1","DfE-Y"
"DfID","Y",1760,"ONS","2013Q1","DfID-Y"
"DfT","Y",1710,"ONS","2013Q1","DfT-Y"
"DH","Y",2200,"ONS","2013Q1","DH-Y"
"DWP","Y",92530,"ONS","2013Q1","DWP-Y"
"FCO","Y",4770,"ONS","2013Q1","FCO-Y"
"GEO","Y",0,"ONS","2013Q1","GEO-Y"
"HMRC","Y",64480,"ONS","2013Q1","HMRC-Y"
"HMT","Y",1130,"ONS","2013Q1","HMT-Y"
"HO","Y",21580,"ONS","2013Q1","HO-Y"
"MoD","Y",49570,"ONS","2013Q1","MoD-Y"
"MoJ","Y",62790,"ONS","2013Q1","MoJ-Y"
"NIO","Y",90,"ONS","2013Q1","NIO-Y"
"Scot Gov","Y",0,"ONS","2013Q1","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2013Q1","Welsh Gov-Y"
"AGO","N",8030,"ONS","2013Q1","AGO-N"
"BIS","N",13620,"ONS","2013Q1","BIS-N"
"CO","N",3620,"ONS","2013Q1","CO-N"
"DCLG","N",710,"ONS","2013Q1","DCLG-N"
"DCMS","N",120,"ONS","2013Q1","DCMS-N"
"DECC","N",690,"ONS","2013Q1","DECC-N"
"DEFRA","N",3900,"ONS","2013Q1","DEFRA-N"
"DfE","N",1380,"ONS","2013Q1","DfE-N"
"DfID","N",0,"ONS","2013Q1","DfID-N"
"DfT","N",15080,"ONS","2013Q1","DfT-N"
"DH","N",2190,"ONS","2013Q1","DH-N"
"DWP","N",3180,"ONS","2013Q1","DWP-N"
"FCO","N",6150,"ONS","2013Q1","FCO-N"
"GEO","N",0,"ONS","2013Q1","GEO-N"
"HMRC","N",3540,"ONS","2013Q1","HMRC-N"
"HMT","N",440,"ONS","2013Q1","HMT-N"
"HO","N",3230,"ONS","2013Q1","HO-N"
"MoD","N",7140,"ONS","2013Q1","MoD-N"
"MoJ","N",730,"ONS","2013Q1","MoJ-N"
"NIO","N",0,"ONS","2013Q1","NIO-N"
"Scot Gov","N",15820,"ONS","2013Q1","Scot Gov-N"
"Welsh Gov","N",5390,"ONS","2013Q1","Welsh Gov-N"
"AGO","Departmental Group",8070,"ONS","2013Q1","AGO-Departmental Group"
"BIS","Departmental Group",16680,"ONS","2013Q1","BIS-Departmental Group"
"CO","Departmental Group",5530,"ONS","2013Q1","CO-Departmental Group"
"DCLG","Departmental Group",2390,"ONS","2013Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",510,"ONS","2013Q1","DCMS-Departmental Group"
"DECC","Departmental Group",2120,"ONS","2013Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",8090,"ONS","2013Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",5110,"ONS","2013Q1","DfE-Departmental Group"
"DfID","Departmental Group",1760,"ONS","2013Q1","DfID-Departmental Group"
"DfT","Departmental Group",16790,"ONS","2013Q1","DfT-Departmental Group"
"DH","Departmental Group",4390,"ONS","2013Q1","DH-Departmental Group"
"DWP","Departmental Group",95710,"ONS","2013Q1","DWP-Departmental Group"
"FCO","Departmental Group",10920,"ONS","2013Q1","FCO-Departmental Group"
"GEO","Departmental Group",0,"ONS","2013Q1","GEO-Departmental Group"
"HMRC","Departmental Group",68020,"ONS","2013Q1","HMRC-Departmental Group"
"HMT","Departmental Group",1570,"ONS","2013Q1","HMT-Departmental Group"
"HO","Departmental Group",24810,"ONS","2013Q1","HO-Departmental Group"
"MoD","Departmental Group",56710,"ONS","2013Q1","MoD-Departmental Group"
"MoJ","Departmental Group",63520,"ONS","2013Q1","MoJ-Departmental Group"
"NIO","Departmental Group",90,"ONS","2013Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",15820,"ONS","2013Q1","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",5390,"ONS","2013Q1","Welsh Gov-Departmental Group"
"Total","Y",319040,"ONS","2013Q1","Total-Y"
"Total","N",94960,"ONS","2013Q1","Total-N"
"Total","Departmental Group",414000,"ONS","2013Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",314270,"ONS","2013Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",94960,"ONS","2013Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",409230,"ONS","2013Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",413890,"ONS","2013Q1","Total employment-Total Employment ONS total"
"AGO","Y",40,"ONS","2013Q2","AGO-Y"
"BIS","Y",3000,"ONS","2013Q2","BIS-Y"
"CO","Y",1980,"ONS","2013Q2","CO-Y"
"DCLG","Y",1600,"ONS","2013Q2","DCLG-Y"
"DCMS","Y",470,"ONS","2013Q2","DCMS-Y"
"DECC","Y",1480,"ONS","2013Q2","DECC-Y"
"DEFRA","Y",4220,"ONS","2013Q2","DEFRA-Y"
"DfE","Y",3570,"ONS","2013Q2","DfE-Y"
"DfID","Y",1810,"ONS","2013Q2","DfID-Y"
"DfT","Y",1770,"ONS","2013Q2","DfT-Y"
"DH","Y",1870,"ONS","2013Q2","DH-Y"
"DWP","Y",90640,"ONS","2013Q2","DWP-Y"
"FCO","Y",4740,"ONS","2013Q2","FCO-Y"
"GEO","Y",0,"ONS","2013Q2","GEO-Y"
"HMRC","Y",63850,"ONS","2013Q2","HMRC-Y"
"HMT","Y",1100,"ONS","2013Q2","HMT-Y"
"HO","Y",21560,"ONS","2013Q2","HO-Y"
"MoD","Y",49250,"ONS","2013Q2","MoD-Y"
"MoJ","Y",63040,"ONS","2013Q2","MoJ-Y"
"NIO","Y",90,"ONS","2013Q2","NIO-Y"
"Scot Gov","Y",0,"ONS","2013Q2","Scot Gov-Y"
"Welsh Gov","Y",0,"ONS","2013Q2","Welsh Gov-Y"
"AGO","N",7770,"ONS","2013Q2","AGO-N"
"BIS","N",13550,"ONS","2013Q2","BIS-N"
"CO","N",3590,"ONS","2013Q2","CO-N"
"DCLG","N",710,"ONS","2013Q2","DCLG-N"
"DCMS","N",110,"ONS","2013Q2","DCMS-N"
"DECC","N",730,"ONS","2013Q2","DECC-N"
"DEFRA","N",3850,"ONS","2013Q2","DEFRA-N"
"DfE","N",1390,"ONS","2013Q2","DfE-N"
"DfID","N",0,"ONS","2013Q2","DfID-N"
