Month,Short Form,IfG classification,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments,IFG notes,IfG analysis - Non-consultant total,Non payroll,Non payroll component total
01/03/2011,MOJ,Non CS,Legal Services Commission,Executive Non-Departmental Public Body,Ministry of Justice,657,615.2,265,253.5,432,414.2,110,107.7,20,15.1,1,0.7,1485,1406.4,102,97.5,0,0,5,4,0,0,107,101.5,1592,1507.9,3518002.667,0,0,44450.41667,661443.5833,294260.25,4518156.917,443768.0833,0,443768.0833,4961925,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",101.5,,
01/03/2011,MOJ,Whitehall,Ministry of Justice,Ministerial Department,Ministry of Justice,1071,1008.76,870,838.99,1718,1665.01,897,864.55,133,129.24,0,0,4689,4506.55,166.59,166.59,23,23,136.5,136.5,0,0,326.09,326.09,5015.09,4832.64,13072140.66,208309.4383,128347.9192,103257.5625,2558136.251,1086029.133,17156220.96,2911031.132,901467.8725,3812499.004,20968719.96,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",326.09,,
01/03/2011,MOJ,Whitehall,National Archives,Executive Agency,Ministry of Justice,171,151.6,127,123.22,243,235.57,62,61.16,6,6,0,0,609,577.55,10,8.8,0,0,4,4,0,0,14,12.8,623,590.35,1505002.562,7278.2025,20180.84,15425.9925,277958.5508,121339.0233,1947185.171,116182.8725,1253.299167,117436.1717,2064621.343,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",12.8,,
01/03/2011,MOJ,Whitehall,National Offender Management Service,Executive Agency,Ministry of Justice,37090,35557.73,7765,7461.42,3563,3364.7,739,717.42,53,53,0,0,49210,47154.27,448,448,0,0,0,0,0,0,448,448,49658,47602.27,114328144.9,0,0,856206.9467,20869931.23,8239423.355,144293706.4,2522802.388,0,2522802.388,146816508.8,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",448,,
01/03/2011,MOJ,Non CS,Parole Board,Executive Non-Departmental Public Body,Ministry of Justice,19,18.6,45,43.8,18,17.6,6,6,1,1,1,0.4,90,87.4,4,4,0,0,0,0,0,0,4,4,94,91.4,230540.75,0,0,6800.75,40835.75,19142.75,297320,46858.7825,0,46858.7825,344178.7825,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",4,,
01/03/2011,MOJ,Non CS,Probation Trusts x35,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,20100,18313,20100,18313,1554,1554,6,6,0,0,0,0,1560,1560,21660,19873,(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),"
The 35 probation trusts are independent bodies that are contracted to provide probation services to NOMS. They have their own grading structure which is not directly translatable to the Civil Service grades. All payroll probation staff have therefore bee","Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",1560,,
01/03/2011,MOJ,Non-Whitehall CS,Scotland Office,Executive Agency,Ministry of Justice,21,20.14,6,5.78,30,28.92,33,30.18,9,9,0,0,99,94.02,1,1,0,0,0,0,0,0,1,1,100,95.02,353326.8617,0,0,3852.385833,30687.2175,64957.09583,452823.5608,4304.508333,0,4304.508333,457128.0692,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",1,,
01/03/2011,MOJ,Whitehall,The Office of the Public Guardian,Executive Agency,Ministry of Justice,262,241.6,123,116.29,67,65.38,9,8.74,2,1.8,0,0,463,433.81,50,50,0,0,0,0,0,0,50,50,513,483.81,868143.5533,17317.01417,2247.083333,30751.9525,131372.2133,54779.23417,1104611.051,146613.8083,5104.115833,151717.9242,1256328.975,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",50,,
01/03/2011,MOJ,Non-Whitehall CS,Tribunals Service,Executive Agency,Ministry of Justice,2605,2379.2,420,389.68,226,220.22,52,49.66,6,6,0,0,3309,3044.76,92,92,0,0,0,0,0,0,92,92,3401,3136.76,5045881.318,81535.17333,51969.22167,78485.97667,831963.5083,331852.1358,6421687.333,301613.9525,6857.166667,308471.1192,6730158.453,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",92,,
01/03/2011,MOJ,Non-Whitehall CS,UK Supreme Court,Non-Ministerial Department,Ministry of Justice,3,3,15,14.6,16,16,7,6.47,2,2,0,0,43,42.07,0,0,0,0,0,0,0,0,0,0,43,42.07,123590.0425,178.3458333,1479.083333,736.9558333,23540.65917,10574.41417,160099.5008,854.1666667,0,854.1666667,160953.6675,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",0,,
01/03/2011,MOJ,Non-Whitehall CS,Wales Office,Executive Agency,Ministry of Justice,9,7.71,11,10.62,20,19.63,13,12.82,4,4,0,0,57,54.78,1,1,0,0,0,0,0,0,1,1,58,55.78,184634.5592,6963.61,1225,1151.093333,35493.55917,16496.445,245964.2667,2671.376667,572.5708333,3243.9475,249208.2142,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",1,,
01/03/2011,MOJ,Non CS,Youth Justice Board for England & Wales,Executive Non-Departmental Public Body,Ministry of Justice,25,22.45,45,43.73,125,120.94,42,40.99,5,4.6,9,9,251,241.71,5,5,0,0,21,20.8,0,0,26,25.8,277,267.51,616343.07,69665.25,3649.583333,5590.333333,124347.5583,56903.25,876499.045,698534.5208,0,698534.5208,1575033.566,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",25.8,,
01/04/2011,MOJ,Non CS,Criminal Cases Review Commission,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,78,72.03,78,72.03,2,2,0,0,0,0,0,0,2,2,80,74.03,203333,33,0,589,38878,16383,259216,5147,0,5147,264363,"This data does not include Commissioners and Non-Executive Directors as they are office holders and not employees.
The Commission employees are not Civil Servants and therefore Civil Service grades are not applied to their roles.",,2,,
01/04/2011,MOJ,Whitehall,HM Courts and Tribunals Service,Executive Agency,Ministry of Justice,14712,12856.83,3874,3607.19,3080,2870.51,761,744.25,46,45.82,0,0,22473,20124.6,(..),247.05,0,0,0,0,0,0,0,247.05,22473,20371.65,38619123.89,400320.3,-146868.58,182863.89,6665153.39,2565168.85,48285761.74,366943.41,0,366943.41,48652705.15,,,247.05,,
01/04/2011,MOJ,Non CS,Information Commissioner's Office,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,350,326.99,350,326.99,4,3.54,0,0,0,0,0,0,4,3.54,354,330.53,735020,1355,394,7612,131396,48537,924314,9250,0,9250,933564,,,3.54,,
01/04/2011,MOJ,Non CS,Judicial Appointments Commission,Executive Non-Departmental Public Body,Ministry of Justice,12,12,18,17.2,28,27.6,15,14.4,4,4,1,0.6,78,75.8,0,0,0,0,0,0,0,0,0,0,78,75.8,228185,1930,0,0,42120,17979,290214,0,0,0,290214,,,0,,
01/04/2011,MOJ,Non CS,Land Registry,Non-Ministerial Department,Ministry of Justice,326,287.32,2649,2320.02,2117,1960.61,195,183.55,24,23.41,0,0,5311,4774.91,0,0,4,3,0,0,0,0,4,3,5315,4777.91,11090148.72,221029.78,0,28851.16,2156226.85,829218.28,14325474.79,1093.2,153751.09,154844.29,14480319.08,,,3,,
01/04/2011,MOJ,Non CS,Legal Services Board,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,33,32.7,33,32.7,0,0,0,0,0,0,0,0,0,0,33,32.7,154977,0,0,0,31427,18704,205108,0,0,0,205108,,,0,,
01/04/2011,MOJ,Non CS,Legal Services Commission,Executive Non-Departmental Public Body,Ministry of Justice,655,613.3,256,245.1,397,381.8,96,94.4,18,13.1,1,0.7,1423,1348.4,91,87.98,0,0,5,4,0,0,96,91.98,1519,1440.38,3222868,0,0,115102,0,294109,3632079,9001,0,9001,3641080,,,91.98,,
01/04/2011,MOJ,Whitehall,Ministry of Justice,Ministerial Department,Ministry of Justice,1152,1080.31,900,863.88,1723,1666.12,881,849.07,131,127.63,0,0,4787,4587.01,183,183,22,22,126,126,0,0,331,331,5118,4918.01,12034754.16,202755.9383,21220.33333,88879.92333,2323229.329,1019414.096,15690253.78,1265055.93,-1037720.02,227335.91,15917589.69,,,331,,
01/04/2011,MOJ,Whitehall,National Archives,Executive Agency,Ministry of Justice,172,152.19,126,120.68,241,234.84,63,62.27,6,6,0,0,608,575.98,6,5.2,0,0,3,3,0,0,9,8.2,617,584.18,1469530.13,7532.87,0.001,22016,270448,123584,1893111.001,26395,0,26395,1919506.001,,,8.2,,
01/04/2011,MOJ,Whitehall,National Offender Management Service,Executive Agency,Ministry of Justice,36864,35340.25,7531,7235.52,3349,3162.1,698,678.4,47,47,0,0,48489,46463.27,378,378,0,0,0,0,0,0,378,378,48867,46841.27,103396313.1,0,0,562360.95,19714946.47,8529286.65,132202907.2,1938590.19,0,1938590.19,134141497.4,,,378,,
01/04/2011,MOJ,Non CS,Parole Board,Executive Non-Departmental Public Body,Ministry of Justice,20,19.6,47,45.8,16,15.6,6,6,1,1,1,0.4,91,88.4,2,2,0,0,0,0,0,0,2,2,93,90.4,189805.8,20313.23,0,7295.66,36647.29,17800.01,271861.99,24254.99,0,24254.99,296116.98,,,2,,
01/04/2011,MOJ,Non CS,Probation Trusts x35,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,20048,18178,20048,18178,1584,1584,11,11,0,0,0,0,1595,1595,21643,19773,(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),The 35 probation trusts are independent bodies that are contracted to provide probation services to NOMS. They have their own grading structure which is not directly translatable to the Civil Service grades. All payroll probation staff have therefore been,,1595,,
01/04/2011,MOJ,Whitehall,The Office of the Public Guardian,Executive Agency,Ministry of Justice,253,234.43,117,111.2,63,62.11,10,9.74,2,1.8,0,0,445,419.28,154,98,0,0,0,0,0,0,154,98,599,517.28,858715.03,20792.86,0,36814.98,131577.34,67695.14,1113595.35,152347.83,0,152347.83,1265943.18,,,98,,
01/04/2011,MOJ,Non-Whitehall CS,UK Supreme Court,Non-Ministerial Department,Ministry of Justice,5,5,16,15.6,17,17,7,6.47,2,2,0,0,47,46.07,0,0,0,0,0,0,0,0,0,0,47,46.07,136813.28,206.43,99,510.56,26695,12005.01,176329.28,0,0,0,176329.28,The increase in headcount is due to the official transfer of the Judicial Committee of the Privy Council to the UK Supreme Court wef. 1 April 2011.,,0,,
01/04/2011,MOJ,Non CS,Youth Justice Board for England & Wales,Executive Non-Departmental Public Body,Ministry of Justice,23,20.78,41,39.93,112,109.94,37,36.1,5,4.6,9,9,227,220.35,6,6,0,0,16,15.8,0,0,22,21.8,249,242.15,1207137.18,24744,168,4320,122606.34,57866.36,1416841.88,84409.21,0,84409.21,1501251.09,,,21.8,,
01/05/2011,MOJ,Non CS,Criminal Cases Review Commission,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,77,70.67,77,70.67,2,2,0,0,0,0,0,0,2,2,79,72.67,198959,33,0,567,38146,15987,253692,3362,0,3362,257054,"This data does not include Commissioners and Non-Executive Directors as they are office holders and not employees.
The Commission employees are not Civil Servants and therefore Civil Service grades are not applied to their roles.",,2,,
01/05/2011,MOJ,Whitehall,HM Courts and Tribunals Service,Executive Agency,Ministry of Justice,14693,12832.53,3861,3593.36,3059,2853.78,751,733.23,45,45,0,0,22409,20057.9,(..),229.42,0,0,0,0,0,0,0,229.42,22409,20287.32,37950722.46,809210.7,94748.38,198919.59,6702809.34,2563464.3,48319874.77,623400.04,0,623400.04,48943274.81,,,229.42,,
01/05/2011,MOJ,Non CS,Information Commissioner's Office,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,351,321.99,351,321.99,4,3.54,0,0,0,0,0,0,4,3.54,355,325.53,735577,1335,0,1736,132769,49032,920449,8240,0,8240,928689,,,3.54,,
01/05/2011,MOJ,Non CS,Judicial Appointments Commission,Executive Non-Departmental Public Body,Ministry of Justice,12,12,19,18.2,28,27.6,15,14.4,4,4,1,0.6,79,76.8,0,0,0,0,0,0,0,0,0,0,79,76.8,228185,1930,0,0,42120,17979,290214,0,0,0,290214,,,0,,
01/05/2011,MOJ,Non CS,Land Registry,Non-Ministerial Department,Ministry of Justice,318,279.99,2621,2291.08,2093,1937.19,196,183.61,23,22.41,0,0,5251,4714.28,0,0,2,2,0,0,0,0,2,2,5253,4716.28,10933389.46,213370.14,1200,26629.44,2132188.78,814227.09,14121004.91,76611.55,71019.11,147630.66,14268635.57,,,2,,
01/05/2011,MOJ,Non CS,Legal Services Board,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,33,32.7,33,32.7,0,0,0,0,0,0,0,0,0,0,33,32.7,154977,0,0,0,31427,18704,205108,0,0,0,205108,"LSB staff are not civil servants, so do not enjoy civil service terms and conditions neither do they have a defined benefit pension provision",,0,,
01/05/2011,MOJ,Non CS,Legal Services Commission,Executive Non-Departmental Public Body,Ministry of Justice,686,645.4,255,244.1,396,381,94,92.4,18,12.2,1,0.7,1450,1375.8,85,84,0,0,12,12,0,0,97,96,1547,1471.8,3217170,0,0,45140.97,73091.86,267220.97,3602623.8,917171.95,0,917171.95,4519795.75,,,96,,
01/05/2011,MOJ,Whitehall,Ministry of Justice,Ministerial Department,Ministry of Justice,1101,1033.66,845,813.16,1632,1576.62,846,816.14,127,123.52,0,0,4551,4363.1,173.5,173.5,21,21,157,157,0,0,351.5,351.5,4902.5,4714.6,13074335.4,223034.6983,23327.49333,75804.02333,2280397.419,1175481.656,16852380.69,2609985.29,2162933.26,4772918.55,21625299.24,,,351.5,,
01/05/2011,MOJ,Whitehall,National Archives,Executive Agency,Ministry of Justice,186,166.96,123,118.3,242,235.15,62,61.11,6,6,0,0,619,587.52,6,5.2,0,0,3,3,0,0,9,8.2,628,595.72,1464487.97,6149.93,0,25533.13,269365.56,122417.71,1887954.3,14952.3,0,14952.3,1902906.6,,,8.2,,
01/05/2011,MOJ,Whitehall,National Offender Management Service,Executive Agency,Ministry of Justice,36688,35165.97655,7502,7204.612302,3327,3142.315733,703,684.1109175,46,46,0,0,48266,46243.0155,401,401,0,0,0,0,0,0,401,401,48667,46644.0155,104909632.8,0,0,856570.72,19691699.94,8292128.61,133750032.1,1546403.11,0,1546403.11,135296435.2,,,401,,
01/05/2011,MOJ,Non CS,Parole Board,Executive Non-Departmental Public Body,Ministry of Justice,24,23.6,46,44.8,16,15.6,6,6,1,1,1,0.4,94,91.4,2,2,0,0,0,0,0,0,2,2,96,93.4,186408.3,21134.96,0,1899.29,34993.2,16843.56,261279.31,26073.33,0,26073.33,287352.64,,,2,,
01/05/2011,MOJ,Non CS,Probation Trusts x35,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,20052,18168,20052,18168,1555,1555,11,11,0,0,0,0,1566,1566,21618,19734,(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),The 35 probation trusts are independent bodies that are contracted to provide probation services to NOMS. They have their own grading structure which is not directly translatable to the Civil Service grades. All payroll probation staff have therefore been,,1566,,
01/05/2011,MOJ,Whitehall,The Office of the Public Guardian,Executive Agency,Ministry of Justice,251,232.31,116,109.45,62,61.19,11,10.74,2,1.78,0,0,442,415.47,154,95,0,0,0,0,0,0,154,95,596,510.47,783226.19,22790.54,150,31457.62,130500.71,59440.85,1027565.91,282103.16,0,282103.16,1309669.07,,,95,,
01/05/2011,MOJ,Non-Whitehall CS,UK Supreme Court,Non-Ministerial Department,Ministry of Justice,5,5,17,16.6,17,17,7,6.47,2,2,0,0,48,47.07,0,0,0,0,0,0,0,0,0,0,48,47.07,133055.1,214.31,375,1211.12,24726.48,12279.9,171861.91,0,0,0,171861.91,,,0,,
01/05/2011,MOJ,Non CS,Youth Justice Board for England & Wales,Executive Non-Departmental Public Body,Ministry of Justice,19,16.45,41,39.77,118,115.94,37,36.1,4,3.6,9,9,228,220.86,6,6,0,0,15,14.8,0,0,21,20.8,249,241.66,600795.98,59235,0,5931.87,108879.29,55525.24,830367.38,354438.29,0,354438.29,1184805.67,,,20.8,,
01/06/2011,MOJ,Non CS,Criminal Cases Review Commission,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,77,70.48,77,70.48,2,2,0,0,0,0,0,0,2,2,79,72.48,201975,33,0,825,39584,16334,258751,3634,0,3634,262385,"This data does not include Commissioners and Non-Executive Directors as they are office holders and not employees.
The Commission employees are not Civil Servants and therefore Civil Service grades are not applied to their roles.",,2,,
01/06/2011,MOJ,Whitehall,HM Courts and Tribunals Service,Executive Agency,Ministry of Justice,14567,12722.13,3820,3553.64,3029,2823.71,730,712.97,42,42,0,0,22188,19854.45,(..),231.71,0,0,0,0,0,0,0,231.71,22188,20086.16,37839279.39,461901.46,209705.74,268631,6568219.87,2532417.66,47880155.12,615277.65,0,615277.65,48495432.77,,,231.71,,
01/06/2011,MOJ,Non CS,Information Commissioner's Office,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,347,321.29,347,321.29,4,3.54,0,0,0,0,0,0,4,3.54,351,324.83,703997,1335,0,5042,128286,46348,885008,7268,0,7268,892276,,,3.54,,
01/06/2011,MOJ,Non CS,Judicial Appointments Commission,Executive Non-Departmental Public Body,Ministry of Justice,12,12,19,18.2,28,27.6,15,14.4,4,4,1,0.6,79,76.8,0,0,0,0,0,0,0,0,0,0,79,76.8,227716,1933,0,0,42930,18466,291045,0,0,0,291045,,,0,,
01/06/2011,MOJ,Non CS,Land Registry,Non-Ministerial Department,Ministry of Justice,312,275.39,2598,2270.51,2088,1931.46,194,182.29,23,22.41,0,0,5215,4682.06,0,0,2,2,0,0,0,0,2,2,5217,4684.06,10872971.14,211361.86,1608.1,30827.19,2119967.65,812768.29,14049504.23,13000.14,95550.07,108550.21,14158054.44,,,2,,
01/06/2011,MOJ,Non CS,Legal Services Board,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,33,32.7,33,32.7,0,0,0,0,0,0,0,0,0,0,33,32.7,154977,0,0,0,31427,18704,205108,0,0,0,205108,"LSB staff are not civil servants, so do not enjoy civil service terms and conditions neither do they have a defined benefit pension provision",,0,,
01/06/2011,MOJ,Non CS,Legal Services Commission,Executive Non-Departmental Public Body,Ministry of Justice,709,667.7,251,240.6,392,377.5,89,87.8,17,11.2,1,0.7,1459,1385.5,86,83.98,0,0,16,16,0,0,102,99.98,1561,1485.48,3262530.29,0,0,85862.67,34565.39,275631.24,3658589.59,364816.79,0,364816.79,4023406.38,,,99.98,,
01/06/2011,MOJ,Whitehall,Ministry of Justice,Ministerial Department,Ministry of Justice,1085,1016.5,832,800.4,1613,1562.76,828,799.26,126,122.77,0,0,4484,4301.69,173.9,173.9,18,18,166.5,166.5,0,0,358.4,358.4,4842.4,4660.09,12574685.6,190828.8283,204388.4033,74547.77333,2372518.089,1110992.336,16527961.03,3108696.4,98272.84,3206969.24,19734930.27,,,358.4,,
01/06/2011,MOJ,Whitehall,National Archives,Executive Agency,Ministry of Justice,189,169.46,122,117.3,241,233.33,60,59.11,6,6,0,0,618,585.2,10,8.8,0,0,4,4,0,0,14,12.8,632,598,1447895.68,4984.36,0,13730.42,266790.21,122513.04,1855913.71,34647.49,0,34647.49,1890561.2,,,12.8,,
01/06/2011,MOJ,Whitehall,National Offender Management Service,Executive Agency,Ministry of Justice,36570,35039.72134,7414,7118.252434,3375,3150.313991,701,681.5499419,46,46,0,0,48106,46035.83771,349,349,0,0,0,0,0,0,349,349,48455,46384.83771,108983515.3,0,0,872148.78,19655506.63,8228491.39,137739662.1,2032775.92,0,2032775.92,139772438.1,,,349,,
01/06/2011,MOJ,Non CS,Parole Board,Executive Non-Departmental Public Body,Ministry of Justice,25,24.6,46,45,14,13.6,6,6,1,1,1,0.4,93,90.6,2,2,0,0,0,0,0,0,2,2,95,92.6,213676.63,20737.73,0,2119.71,36494.16,20753.86,293782.09,24525.28,0,24525.28,318307.37,,,2,,
01/06/2011,MOJ,Non CS,Probation Trusts x35,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,20037,18141,20037,18141,1564,1564,10,10,0,0,0,0,1574,1574,21611,19715,(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),The 35 probation trusts are independent bodies that are contracted to provide probation services to NOMS. They have their own grading structure which is not directly translatable to the Civil Service grades. All payroll probation staff have therefore been,,1574,,
01/06/2011,MOJ,Whitehall,The Office of the Public Guardian,Executive Agency,Ministry of Justice,249,230.47,107,101.15,62,61.03,11,10.74,2,1.78,0,0,431,405.17,215,148,0,0,0,0,0,0,215,148,646,553.17,835413.18,19073.47,2000,43638.17,127525.07,65735.72,1093385.61,234058.15,0,234058.15,1327443.76,,,148,,
01/06/2011,MOJ,Non-Whitehall CS,UK Supreme Court,Non-Ministerial Department,Ministry of Justice,5,5,17,16.6,18,18,7,6.47,2,2,0,0,49,48.07,0,0,0,0,0,0,0,0,0,0,49,48.07,129623,206.43,0,579.06,25369.48,11444.16,167222.13,0,0,0,167222.13,,,0,,
01/06/2011,MOJ,Non CS,Youth Justice Board for England & Wales,Executive Non-Departmental Public Body,Ministry of Justice,19,16.45,41,39.77,116,113.94,37,36.1,4,3.6,9,9,226,218.86,6,6,0,0,13,12.8,0,0,19,18.8,245,237.66,558532.2,62956,0,3685.76,114742.1,59691.07,799607.13,311909.75,0,311909.75,1111516.88,,,18.8,,
01/07/2011,MOJ,Non CS,Criminal Cases Review Commission,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,72,66.24,72,66.24,2,2,0,0,0,0,0,0,2,2,74,68.24,190590,33,0,536,35632,15577,242368,3945,0,3945,246313,"This data does not include Commissioners and Non-Executive Directors as they are office holders and not employees.
The Commission employees are not Civil Servants and therefore Civil Service grades are not applied to their roles.",,2,,
01/07/2011,MOJ,Whitehall,HM Courts and Tribunals Service,Executive Agency,Ministry of Justice,14588,12744.13,3848,3581.22,3026,2820.36,739,721.73,39,38.92,0,0,22240,19906.36,(..),200.31,0,0,0,0,0,0,0,200.31,22240,20106.67,37312444.83,571310.85,135704.16,246912.36,6630663.69,2508083.92,47405119.81,589346,0,589346,47994465.81,"Residential Properties Tribunal Service joined HMCTS on 1st July 2011.  Staff numbers are included however salaries for RPT are paid through DCLG payroll systems and therefore financial information is not currently available.
HMCTS are currently working t",,200.31,,
01/07/2011,MOJ,Non CS,Information Commissioner's Office,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,352,322.29,352,322.29,4,3.54,0,0,0,0,1,0.4,5,3.94,357,326.23,728542,933,0,4491,128011,47799,909776,12101,9660,21761,931537,,,3.54,,
01/07/2011,MOJ,Non CS,Judicial Appointments Commission,Executive Non-Departmental Public Body,Ministry of Justice,10,10,20,19.2,27,26.6,15,14.2,4,4,1,0.6,77,74.6,0,0,0,0,0,0,0,0,0,0,77,74.6,227776,1931,0,0,42919,18863,291489,0,0,0,291489,,,0,,
01/07/2011,MOJ,Non CS,Land Registry,Non-Ministerial Department,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transferred to BIS 18.07.11,,0,,
01/07/2011,MOJ,Non CS,Legal Services Board,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,33,32.7,33,32.7,0,0,0,0,0,0,0,0,0,0,33,32.7,154977,0,0,0,31427,18704,205108,0,0,0,205108,"LSB staff are not civil servants, so do not enjoy civil service terms and conditions neither do they have a defined benefit pension provision",,0,,
01/07/2011,MOJ,Non CS,Legal Services Commission,Executive Non-Departmental Public Body,Ministry of Justice,731,688.4,250,240.1,389,374.5,89,87.8,17,11.2,0,0,1476,1402,82,79.59,0,0,11,11,0,0,93,90.59,1569,1492.59,3240865.9,0,0,90434.13,34686.59,272349.2,3638335.82,903517.63,0,903517.63,4541853.45,,,90.59,,
01/07/2011,MOJ,Whitehall,Ministry of Justice,Ministerial Department,Ministry of Justice,1071,1001.74,816,784.74,1598,1549.51,799,772.02,122,119.33,0,0,4406,4227.34,182,181.1,19,19,161.5,150,0,0,362.5,350.1,4768.5,4577.44,13367118.18,248647.35,18693.06,112650.24,1478193.2,1129227.17,16354529.2,3945,3945,7890,16362419.2,,,350.1,,
01/07/2011,MOJ,Whitehall,National Archives,Executive Agency,Ministry of Justice,186,165.86,122,117.3,246,238.73,60,59.11,6,6,0,0,620,587,9,7.4,0,0,4,4,0,0,13,11.4,633,598.4,1436037.21,6366.84,56140,10531.3,246933.32,136938.43,1892947.1,17211.34,0,17211.34,1910158.44,,,11.4,,
01/07/2011,MOJ,Whitehall,National Offender Management Service,Executive Agency,Ministry of Justice,36315,34781.64482,7366,7067.021343,3347,3124.815286,684,665.4036005,45,45,0,0,47757,45683.88505,345,345,0,0,0,0,0,0,345,345,48102,46028.88505,113113914,0,0,4365998.54,20837420.64,8920284.17,147237617.3,1885955.33,0,1885955.33,149123572.7,,,345,,
01/07/2011,MOJ,Non CS,Parole Board,Executive Non-Departmental Public Body,Ministry of Justice,26,25.6,48,47,14,13.6,6,6,1,1,1,0.4,96,93.6,2,2,0,0,0,0,0,0,2,2,98,95.6,187251.64,22004.21,8210,2200.1,37471.83,17702.38,274840.16,34530.44,0,34530.44,309370.6,,,2,,
01/07/2011,MOJ,Non CS,Probation Trusts x35,Executive Non-Departmental Public Body,Ministry of Justice,0,0,0,0,0,0,0,0,0,0,20066,18168,20066,18168,1569,1569,10,10,0,0,0,0,1579,1579,21645,19747,(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),(..),The 35 probation trusts are independent bodies that are contracted to provide probation services to NOMS. They have their own grading structure which is not directly translatable to the Civil Service grades. All payroll probation staff have therefore been,,1579,,
01/07/2011,MOJ,Whitehall,The Office of the Public Guardian,Executive Agency,Ministry of Justice,257,239.08,108,102.18,64,63.03,11,10.74,2,1.78,0,0,442,416.81,254,171.3,0,0,0,0,0,0,254,171.3,696,588.11,781498.13,24353.36,15750,41934.29,126157.78,62231.76,1051925.32,407197.12,0,407197.12,1459122.44,,,171.3,,
